Table,Abbreviation,Description,Column,Normal title,Type,Link expression,TableName____ColumnName____Columndescription
PAYMTCTMP,PMP,Payment matching temp table,TYPVCR,Entry reference,M,,PAYMTCTMP___TYPVCR___Entry reference
PAYMTCTMP,PMP,Payment matching temp table,UIDUSR,Processes,L,,PAYMTCTMP___UIDUSR___Processes
PAYMTCTMP,PMP,Payment matching temp table,UPDDATTIM,Date time,ADATIM,,PAYMTCTMP___UPDDATTIM___Date time
PAYMTCTMP,PMP,Payment matching temp table,UPDUSR,User,AUS,[AUS]CODUSR=[PMP]UPDUSR,PAYMTCTMP___UPDUSR___User
PAYMTCTMP2,PM2,Payment matching temp table,ACC,General accounts,GAC,[GAC]GAC0=COA;ACC,PAYMTCTMP2___ACC___General accounts
PAYMTCTMP2,PM2,Payment matching temp table,ACCNUM,Internal number,UNQ,,PAYMTCTMP2___ACCNUM___Internal number
PAYMTCTMP2,PM2,Payment matching temp table,AMTIPTCUR,Amount in currency,MD1,,PAYMTCTMP2___AMTIPTCUR___Amount in currency
PAYMTCTMP2,PM2,Payment matching temp table,AMTIPTLED,Amount in currency,MD1,,PAYMTCTMP2___AMTIPTLED___Amount in currency
PAYMTCTMP2,PM2,Payment matching temp table,AUUID,Single identifier,AUUID,,PAYMTCTMP2___AUUID___Single identifier
PAYMTCTMP2,PM2,Payment matching temp table,BPR,BP,BPR,[BPR]BPR0=[PM2]BPR,PAYMTCTMP2___BPR___BP
PAYMTCTMP2,PM2,Payment matching temp table,COA,Chart code,COA,[COA]COA0=[PM2]COA,PAYMTCTMP2___COA___Chart code
PAYMTCTMP2,PM2,Payment matching temp table,CREDATTIM,Date time,ADATIM,,PAYMTCTMP2___CREDATTIM___Date time
PAYMTCTMP2,PM2,Payment matching temp table,CREUSR,User,AUS,[AUS]CODUSR=[PM2]CREUSR,PAYMTCTMP2___CREUSR___User
PAYMTCTMP2,PM2,Payment matching temp table,CUR,Currency,CUR,[TCU]TCU0=[PM2]CUR,PAYMTCTMP2___CUR___Currency
PAYMTCTMP2,PM2,Payment matching temp table,DUDLIG,Due date number,C,,PAYMTCTMP2___DUDLIG___Due date number
PAYMTCTMP2,PM2,Payment matching temp table,FCY,Site,FCY,[FCY]FCY0=[PM2]FCY,PAYMTCTMP2___FCY___Site
PAYMTCTMP2,PM2,Payment matching temp table,LEDTYP,Ledger type,M,,PAYMTCTMP2___LEDTYP___Ledger type
PAYMTCTMP2,PM2,Payment matching temp table,NUM,Document no.,VCR,,PAYMTCTMP2___NUM___Document no.
PAYMTCTMP2,PM2,Payment matching temp table,TYP,Entry type,GTE,[GTE]GTE0=TYP;[V]GSUPCLE,PAYMTCTMP2___TYP___Entry type
PAYMTCTMP2,PM2,Payment matching temp table,UIDUSR,Processes,L,,PAYMTCTMP2___UIDUSR___Processes
PAYMTCTMP2,PM2,Payment matching temp table,UPDDATTIM,Date time,ADATIM,,PAYMTCTMP2___UPDDATTIM___Date time
PAYMTCTMP2,PM2,Payment matching temp table,UPDUSR,User,AUS,[AUS]CODUSR=[PM2]UPDUSR,PAYMTCTMP2___UPDUSR___User
PAYTMP,PTP,Temporary payments table,AMTCUR,Amount in currency,MD1,,PAYTMP___AMTCUR___Amount in currency
PAYTMP,PTP,Temporary payments table,AUUID,Single identifier,AUUID,,PAYTMP___AUUID___Single identifier
PAYTMP,PTP,Temporary payments table,CODACE,Entry code,GAU,[GAU]GAU0=CODACE,PAYTMP___CODACE___Entry code
PAYTMP,PTP,Temporary payments table,CREDATTIM,Date time,ADATIM,,PAYTMP___CREDATTIM___Date time
PAYTMP,PTP,Temporary payments table,CREUSR,User,AUS,[AUS]CODUSR=[PTP]CREUSR,PAYTMP___CREUSR___User
PAYTMP,PTP,Temporary payments table,CUR,Currency,CUR,[TCU]TCU0=[PTP]CUR,PAYTMP___CUR___Currency
PAYTMP,PTP,Temporary payments table,CURCPY,Company currency,CUR,[TCU]TCU0=[PTP]CURCPY,PAYTMP___CURCPY___Company currency
PAYTMP,PTP,Temporary payments table,DUDLIG,Due date number,C,,PAYTMP___DUDLIG___Due date number
PAYTMP,PTP,Temporary payments table,DUDNUM,Due date number,UNQ,,PAYTMP___DUDNUM___Due date number
PAYTMP,PTP,Temporary payments table,LIG,Line number,C,,PAYTMP___LIG___Line number
PAYTMP,PTP,Temporary payments table,LIGCODACE,Line number,C,,PAYTMP___LIGCODACE___Line number
PAYTMP,PTP,Temporary payments table,NUM,Payment no.,VCR,,PAYTMP___NUM___Payment no.
PAYTMP,PTP,Temporary payments table,NUMORD,Order no.,C,,PAYTMP___NUMORD___Order no.
PAYTMP,PTP,Temporary payments table,SNS,Sign,C,,PAYTMP___SNS___Sign
PAYTMP,PTP,Temporary payments table,TYPREC,Record type,A,,PAYTMP___TYPREC___Record type
PAYTMP,PTP,Temporary payments table,UIDUSR,Processes,L,,PAYTMP___UIDUSR___Processes
PAYTMP,PTP,Temporary payments table,UPDDATTIM,Date time,ADATIM,,PAYTMP___UPDDATTIM___Date time
PAYTMP,PTP,Temporary payments table,UPDUSR,User,AUS,[AUS]CODUSR=[PTP]UPDUSR,PAYTMP___UPDUSR___User
PAYTMP,PTP,Temporary payments table,VCRNUM,Document no.,C,,PAYTMP___VCRNUM___Document no.
POOL,POO,Banking pool,AUUID,Single identifier,AUUID,,POOL___AUUID___Single identifier
POOL,POO,Banking pool,BAN,Bank,BAN,[BAN]BAN0=[POO]BAN,POOL___BAN___Bank
POOL,POO,Banking pool,CPY,Company,CPY,[CPY]CPY0=[POO]CPY,POOL___CPY___Company
POOL,POO,Banking pool,CREDAT,Date created,D,,POOL___CREDAT___Date created
POOL,POO,Banking pool,CREDATTIM,Date time,ADATIM,,POOL___CREDATTIM___Date time
POOL,POO,Banking pool,CREUSR,Creation author,A,,POOL___CREUSR___Creation author
POOL,POO,Banking pool,DES,Description,DES,,POOL___DES___Description
POOL,POO,Banking pool,DESSHO,Short description,SHO,,POOL___DESSHO___Short description
POOL,POO,Banking pool,EXPNUM,Export number,L,,POOL___EXPNUM___Export number
POOL,POO,Banking pool,FCY,Site,FCY,[FCY]FCY0=[POO]FCY,POOL___FCY___Site
POOL,POO,Banking pool,LIN,Line number,C,,POOL___LIN___Line number
POOL,POO,Banking pool,POO,Code,A,,POOL___POO___Code
POOL,POO,Banking pool,PRC,Percentage,DCB,,POOL___PRC___Percentage
POOL,POO,Banking pool,UPDDAT,Change date,D,,POOL___UPDDAT___Change date
POOL,POO,Banking pool,UPDDATTIM,Date time,ADATIM,,POOL___UPDDATTIM___Date time
POOL,POO,Banking pool,UPDUSR,Change author,A,,POOL___UPDUSR___Change author
PREPINVOICE,PREPI,Prepayment invoice,AUUID,Single identifier,AUUID,,PREPINVOICE___AUUID___Single identifier
PREPINVOICE,PREPI,Prepayment invoice,CCE,Dimension,CCE,[CCE]CCE0=DIE(indice);CCE(indice),PREPINVOICE___CCE___Dimension
PREPINVOICE,PREPI,Prepayment invoice,CREDATTIM,Date time,ADATIM,,PREPINVOICE___CREDATTIM___Date time
PREPINVOICE,PREPI,Prepayment invoice,CREUSR,User,AUS,[AUS]CODUSR=[PREPI]CREUSR,PREPINVOICE___CREUSR___User
PREPINVOICE,PREPI,Prepayment invoice,CURLED,Ledger currency,CUR,[TCU]TCU0=[PREPI]CURLED,PREPINVOICE___CURLED___Ledger currency
PREPINVOICE,PREPI,Prepayment invoice,CURTYP,Rate type,M,,PREPINVOICE___CURTYP___Rate type
PREPINVOICE,PREPI,Prepayment invoice,DEDTYP,Prepayment deduction type,M,,PREPINVOICE___DEDTYP___Prepayment deduction type
PREPINVOICE,PREPI,Prepayment invoice,DIE,Dimension type code,DIE,[DIE]DIE0=[PREPI]DIE,PREPINVOICE___DIE___Dimension type code
PREPINVOICE,PREPI,Prepayment invoice,FNLBPACC,Final invoice control,SAC,,PREPINVOICE___FNLBPACC___Final invoice control
PREPINVOICE,PREPI,Prepayment invoice,FNLDAT,Final date,D,,PREPINVOICE___FNLDAT___Final date
PREPINVOICE,PREPI,Prepayment invoice,LED,Ledger,LED,[LED]LED0=[PREPI]LED,PREPINVOICE___LED___Ledger
PREPINVOICE,PREPI,Prepayment invoice,PCNTAMTATI,Amount + tax,MD1,,PREPINVOICE___PCNTAMTATI___Amount + tax
PREPINVOICE,PREPI,Prepayment invoice,PCNTAMTNOT,Amount - tax,MD1,,PREPINVOICE___PCNTAMTNOT___Amount - tax
PREPINVOICE,PREPI,Prepayment invoice,PCNTBPR,BP,BPR,[BPR]BPR0=[PREPI]PCNTBPR,PREPINVOICE___PCNTBPR___BP
PREPINVOICE,PREPI,Prepayment invoice,PCNTCUR,Contract currency,CUR,[TCU]TCU0=[PREPI]PCNTCUR,PREPINVOICE___PCNTCUR___Contract currency
PREPINVOICE,PREPI,Prepayment invoice,PCNTDAT,Contract date,D,,PREPINVOICE___PCNTDAT___Contract date
PREPINVOICE,PREPI,Prepayment invoice,PCNTDEP,Early discount/Late charge,TDA,[TDA]TDA0=PCNTDEP;[V]GSUPCLE,PREPINVOICE___PCNTDEP___Early discount/Late charge
PREPINVOICE,PREPI,Prepayment invoice,PCNTDESC,Description,A,,PREPINVOICE___PCNTDESC___Description
PREPINVOICE,PREPI,Prepayment invoice,PCNTFCY,Site,FCY,[FCY]FCY0=[PREPI]PCNTFCY,PREPINVOICE___PCNTFCY___Site
PREPINVOICE,PREPI,Prepayment invoice,PCNTNUM,Contract number,PREPI,[PREPI]PREPI0=[PREPI]PCNTNUM,PREPINVOICE___PCNTNUM___Contract number
PREPINVOICE,PREPI,Prepayment invoice,PCNTORI,Source,M,,PREPINVOICE___PCNTORI___Source
PREPINVOICE,PREPI,Prepayment invoice,PCNTPTE,Payment term,PTE,[TPT]TPT0=PCNTPTE;[V]GCURLEG;1,PREPINVOICE___PCNTPTE___Payment term
PREPINVOICE,PREPI,Prepayment invoice,PCNTTYP,Customer/Supplier,M,,PREPINVOICE___PCNTTYP___Customer/Supplier
PREPINVOICE,PREPI,Prepayment invoice,PCNTVAC,Tax rule,TVB,[TVB]TVB0=PCNTVAC;[V]GSUPCLE,PREPINVOICE___PCNTVAC___Tax rule
PREPINVOICE,PREPI,Prepayment invoice,PPBPACC,Control,SAC,,PREPINVOICE___PPBPACC___Control
PREPINVOICE,PREPI,Prepayment invoice,RATAPL,Applicable rate,M,,PREPINVOICE___RATAPL___Applicable rate
PREPINVOICE,PREPI,Prepayment invoice,RATDAT,Rate date,D,,PREPINVOICE___RATDAT___Rate date
PREPINVOICE,PREPI,Prepayment invoice,RATDIV,Dividing rate,RCU,,PREPINVOICE___RATDIV___Dividing rate
PREPINVOICE,PREPI,Prepayment invoice,RATMLT,Multiplying rate,RCU,,PREPINVOICE___RATMLT___Multiplying rate
PREPINVOICE,PREPI,Prepayment invoice,SOHNUM,Sales order,VCR,,PREPINVOICE___SOHNUM___Sales order
PREPINVOICE,PREPI,Prepayment invoice,SOPLIN,Sales order line,L,,PREPINVOICE___SOPLIN___Sales order line
PREPINVOICE,PREPI,Prepayment invoice,SOPSEQ,Sequence,L,,PREPINVOICE___SOPSEQ___Sequence
PREPINVOICE,PREPI,Prepayment invoice,STAT,Status,M,,PREPINVOICE___STAT___Status
PREPINVOICE,PREPI,Prepayment invoice,TOTPREPAMT,Total prepayment amt.,MD1,,PREPINVOICE___TOTPREPAMT___Total prepayment amt.
PREPINVOICE,PREPI,Prepayment invoice,TOTPREPTAX,Total prepayment tax,MD1,,PREPINVOICE___TOTPREPTAX___Total prepayment tax
PREPINVOICE,PREPI,Prepayment invoice,UPDDATTIM,Date time,ADATIM,,PREPINVOICE___UPDDATTIM___Date time
PREPINVOICE,PREPI,Prepayment invoice,UPDUSR,User,AUS,[AUS]CODUSR=[PREPI]UPDUSR,PREPINVOICE___UPDUSR___User
PREPINVOICE,PREPI,Prepayment invoice,VAT,Tax code,VAT,[TVT]TVT0=VAT(indice);[V]GSUPCLE,PREPINVOICE___VAT___Tax code
PREPINVOICED,PREPID,Prepayment invoice detail,ACCLIN,General account,GAC,[GAC]GAC0=COA;ACCLIN,PREPINVOICED___ACCLIN___General account
PREPINVOICED,PREPID,Prepayment invoice detail,AMTATILIN,Invoice amount +tax,MD1,,PREPINVOICED___AMTATILIN___Invoice amount +tax
PREPINVOICED,PREPID,Prepayment invoice detail,AMTNOTLIN,Invoice amount -tax,MD1,,PREPINVOICED___AMTNOTLIN___Invoice amount -tax
PREPINVOICED,PREPID,Prepayment invoice detail,AUUID,Single identifier,AUUID,,PREPINVOICED___AUUID___Single identifier
PREPINVOICED,PREPID,Prepayment invoice detail,COA,Chart of accounts,COA,[COA]COA0=[PREPID]COA,PREPINVOICED___COA___Chart of accounts
PREPINVOICED,PREPID,Prepayment invoice detail,CREDATTIM,Date time,ADATIM,,PREPINVOICED___CREDATTIM___Date time
PREPINVOICED,PREPID,Prepayment invoice detail,CREMEMNUM,Credit memo no.,VCR,,PREPINVOICED___CREMEMNUM___Credit memo no.
PREPINVOICED,PREPID,Prepayment invoice detail,CREUSR,User,AUS,[AUS]CODUSR=[PREPID]CREUSR,PREPINVOICED___CREUSR___User
PREPINVOICED,PREPID,Prepayment invoice detail,INVDAT,Invoice date,D,,PREPINVOICED___INVDAT___Invoice date
PREPINVOICED,PREPID,Prepayment invoice detail,INVNUM,Invoice number,VCR,,PREPINVOICED___INVNUM___Invoice number
PREPINVOICED,PREPID,Prepayment invoice detail,PAYAMTNOT,Paid amount -tax,MD1,,PREPINVOICED___PAYAMTNOT___Paid amount -tax
PREPINVOICED,PREPID,Prepayment invoice detail,PAYAMTNOTLED,Led. paid amt -tax,MD1,,PREPINVOICED___PAYAMTNOTLED___Led. paid amt -tax
PREPINVOICED,PREPID,Prepayment invoice detail,PAYAMTTAX,Tax paid,MD1,,PREPINVOICED___PAYAMTTAX___Tax paid
PREPINVOICED,PREPID,Prepayment invoice detail,PAYAMTTAXLED,Tax paid led,MD1,,PREPINVOICED___PAYAMTTAXLED___Tax paid led
PREPINVOICED,PREPID,Prepayment invoice detail,PCNTLIN,Line number,L,,PREPINVOICED___PCNTLIN___Line number
PREPINVOICED,PREPID,Prepayment invoice detail,PCNTNUM,Contract number,PREPI,[PREPI]PREPI0=[PREPID]PCNTNUM,PREPINVOICED___PCNTNUM___Contract number
PREPINVOICED,PREPID,Prepayment invoice detail,PPCT,Prepayment percentage,COE,,PREPINVOICED___PPCT___Prepayment percentage
PREPINVOICED,PREPID,Prepayment invoice detail,UPDDATTIM,Date time,ADATIM,,PREPINVOICED___UPDDATTIM___Date time
PREPINVOICED,PREPID,Prepayment invoice detail,UPDUSR,User,AUS,[AUS]CODUSR=[PREPID]UPDUSR,PREPINVOICED___UPDUSR___User
PREPINVOICED,PREPID,Prepayment invoice detail,VATLIN,Tax code,VAT,[TVT]TVT0=VATLIN;[V]GSUPCLE,PREPINVOICED___VATLIN___Tax code
PREPINVOICEF,PREPIDF,Final invoices,ACCLINF,General account,GAC,[GAC]GAC0=COA;ACCLINF,PREPINVOICEF___ACCLINF___General account
PREPINVOICEF,PREPIDF,Final invoices,AMTATILINF,Invoice amount +tax,MD1,,PREPINVOICEF___AMTATILINF___Invoice amount +tax
PREPINVOICEF,PREPIDF,Final invoices,AMTNOTLINF,Invoice amount -tax,MD1,,PREPINVOICEF___AMTNOTLINF___Invoice amount -tax
PREPINVOICEF,PREPIDF,Final invoices,AUUID,Single identifier,AUUID,,PREPINVOICEF___AUUID___Single identifier
PREPINVOICEF,PREPIDF,Final invoices,BPCINVF,Bill-to customer,BPR,[BPR]BPR0=BPCINVF,PREPINVOICEF___BPCINVF___Bill-to customer
PREPINVOICEF,PREPIDF,Final invoices,COA,Chart of accounts,COA,[COA]COA0=[PREPIDF]COA,PREPINVOICEF___COA___Chart of accounts
PREPINVOICEF,PREPIDF,Final invoices,CREDATTIM,Date time,ADATIM,,PREPINVOICEF___CREDATTIM___Date time
PREPINVOICEF,PREPIDF,Final invoices,CREUSR,User,AUS,[AUS]CODUSR=[PREPIDF]CREUSR,PREPINVOICEF___CREUSR___User
PREPINVOICEF,PREPIDF,Final invoices,DEDAMTNOT,Deducted amount -tax,MD1,,PREPINVOICEF___DEDAMTNOT___Deducted amount -tax
PREPINVOICEF,PREPIDF,Final invoices,DEDAMTTAX,Deducted tax amount,MD1,,PREPINVOICEF___DEDAMTTAX___Deducted tax amount
PREPINVOICEF,PREPIDF,Final invoices,DEDNUMVCR,Reversal journal no.,GAS,[HAE]HAE0=[PREPIDF]DEDNUMVCR,PREPINVOICEF___DEDNUMVCR___Reversal journal no.
PREPINVOICEF,PREPIDF,Final invoices,DUDDOCTYP,Document type,GTE,[GTE]GTE0=DUDDOCTYP;[V]GSUPCLE,PREPINVOICEF___DUDDOCTYP___Document type
PREPINVOICEF,PREPIDF,Final invoices,INVDATF,Final invoice date,D,,PREPINVOICEF___INVDATF___Final invoice date
PREPINVOICEF,PREPIDF,Final invoices,INVLINF,Final invoice line no.,L,,PREPINVOICEF___INVLINF___Final invoice line no.
PREPINVOICEF,PREPIDF,Final invoices,INVNUMF,Final invoice no.,VCR,,PREPINVOICEF___INVNUMF___Final invoice no.
PREPINVOICEF,PREPIDF,Final invoices,PCNTLINF,Line number,L,,PREPINVOICEF___PCNTLINF___Line number
PREPINVOICEF,PREPIDF,Final invoices,PCNTNUMF,Contract number,PREPI,[PREPI]PREPI0=[PREPIDF]PCNTNUMF,PREPINVOICEF___PCNTNUMF___Contract number
PREPINVOICEF,PREPIDF,Final invoices,UPDDATTIM,Date time,ADATIM,,PREPINVOICEF___UPDDATTIM___Date time
PREPINVOICEF,PREPIDF,Final invoices,UPDUSR,User,AUS,[AUS]CODUSR=[PREPIDF]UPDUSR,PREPINVOICEF___UPDUSR___User
PREPINVOICEF,PREPIDF,Final invoices,VATLINF,Tax code,VAT,[TVT]TVT0=VATLINF;[V]GSUPCLE,PREPINVOICEF___VATLINF___Tax code
PREPINVOICEF,PREPIDF,Final invoices,VCRTYPF,Entry type,GTE,[GTE]GTE0=VCRTYPF;[V]GSUPCLE,PREPINVOICEF___VCRTYPF___Entry type
PREPINVOICEP,PREPIP,Prepayment invoice payments,AUUID,Single identifier,AUUID,,PREPINVOICEP___AUUID___Single identifier
PREPINVOICEP,PREPIP,Prepayment invoice payments,CREDATTIM,Date time,ADATIM,,PREPINVOICEP___CREDATTIM___Date time
PREPINVOICEP,PREPIP,Prepayment invoice payments,CREUSR,User,AUS,[AUS]CODUSR=[PREPIP]CREUSR,PREPINVOICEP___CREUSR___User
PREPINVOICEP,PREPIP,Prepayment invoice payments,INVNUM,Invoice number,VCR,,PREPINVOICEP___INVNUM___Invoice number
PREPINVOICEP,PREPIP,Prepayment invoice payments,NUMVCR,Accounting document,VCR,,PREPINVOICEP___NUMVCR___Accounting document
PREPINVOICEP,PREPIP,Prepayment invoice payments,PAYAMTNOT,Paid amount -tax,MD1,,PREPINVOICEP___PAYAMTNOT___Paid amount -tax
PREPINVOICEP,PREPIP,Prepayment invoice payments,PAYAMTNOTLED,Led. paid amt -tax,MD1,,PREPINVOICEP___PAYAMTNOTLED___Led. paid amt -tax
PREPINVOICEP,PREPIP,Prepayment invoice payments,PAYAMTTAX,Tax paid,MD1,,PREPINVOICEP___PAYAMTTAX___Tax paid
PREPINVOICEP,PREPIP,Prepayment invoice payments,PAYAMTTAXLED,Tax paid led,MD1,,PREPINVOICEP___PAYAMTTAXLED___Tax paid led
PREPINVOICEP,PREPIP,Prepayment invoice payments,PAYLIN,Line,C,,PREPINVOICEP___PAYLIN___Line
PREPINVOICEP,PREPIP,Prepayment invoice payments,PAYNUM,Payment number,VCR,,PREPINVOICEP___PAYNUM___Payment number
PREPINVOICEP,PREPIP,Prepayment invoice payments,PCNTCUR,Contract currency,CUR,[TCU]TCU0=[PREPIP]PCNTCUR,PREPINVOICEP___PCNTCUR___Contract currency
PREPINVOICEP,PREPIP,Prepayment invoice payments,PCNTLIN,Line number,L,,PREPINVOICEP___PCNTLIN___Line number
PREPINVOICEP,PREPIP,Prepayment invoice payments,PCNTNUM,Contract number,PREPI,[PREPI]PREPI0=[PREPIP]PCNTNUM,PREPINVOICEP___PCNTNUM___Contract number
PREPINVOICEP,PREPIP,Prepayment invoice payments,TYP,Entry type,GTE,[GTE]GTE0=TYP(indice);[V]GCURLEG,PREPINVOICEP___TYP___Entry type
PREPINVOICEP,PREPIP,Prepayment invoice payments,UPDDATTIM,Date time,ADATIM,,PREPINVOICEP___UPDDATTIM___Date time
PREPINVOICEP,PREPIP,Prepayment invoice payments,UPDUSR,User,AUS,[AUS]CODUSR=[PREPIP]UPDUSR,PREPINVOICEP___UPDUSR___User
PREPINVOICEP,PREPIP,Prepayment invoice payments,VAT,Tax code,VAT,[TVT]TVT0=VAT(indice);[V]GSUPCLE,PREPINVOICEP___VAT___Tax code
PROROG,PRO,Due date extension,ACCDAT,Accounting date,D,,PROROG___ACCDAT___Accounting date
PROROG,PRO,Due date extension,ACCNUM,Internal number,UNQ,,PROROG___ACCNUM___Internal number
PROROG,PRO,Due date extension,AMTCUR,Amount in currency,MD1,,PROROG___AMTCUR___Amount in currency
PROROG,PRO,Due date extension,AUUID,Single identifier,AUUID,,PROROG___AUUID___Single identifier
PROROG,PRO,Due date extension,BPR,BP,BPR,[BPR]BPR0=[PRO]BPR,PROROG___BPR___BP
PROROG,PRO,Due date extension,COA,Chart of accounts,COA,[COA]COA0=[PRO]COA,PROROG___COA___Chart of accounts
PROROG,PRO,Due date extension,CREDAT,Date created,D,,PROROG___CREDAT___Date created
PROROG,PRO,Due date extension,CREDATTIM,Date time,ADATIM,,PROROG___CREDATTIM___Date time
PROROG,PRO,Due date extension,CREUSR,Creation user,A,,PROROG___CREUSR___Creation user
PROROG,PRO,Due date extension,CUR,Currency,CUR,[TCU]TCU0=[PRO]CUR,PROROG___CUR___Currency
PROROG,PRO,Due date extension,NEWDUDDAT,Due date,D,,PROROG___NEWDUDDAT___Due date
PROROG,PRO,Due date extension,NUM,Number,VCR,,PROROG___NUM___Number
PROROG,PRO,Due date extension,OLDDUDDAT,Due date,D,,PROROG___OLDDUDDAT___Due date
PROROG,PRO,Due date extension,TYP,BP type,C,,PROROG___TYP___BP type
PROROG,PRO,Due date extension,UPDDATTIM,Date time,ADATIM,,PROROG___UPDDATTIM___Date time
PROROG,PRO,Due date extension,UPDUSR,User,AUS,[AUS]CODUSR=[PRO]UPDUSR,PROROG___UPDUSR___User
PROROGPCE,PRP,Due date extension,ACC,General accounts,GAC,[GAC]GAC0=COA;ACC,PROROGPCE___ACC___General accounts
PROROGPCE,PRP,Due date extension,ACCDAT,Accounting date,D,,PROROGPCE___ACCDAT___Accounting date
PROROGPCE,PRP,Due date extension,ACCNUM,Internal number,UNQ,,PROROGPCE___ACCNUM___Internal number
PROROGPCE,PRP,Due date extension,AMTCUR,Amount in currency,MD1,,PROROGPCE___AMTCUR___Amount in currency
PROROGPCE,PRP,Due date extension,AMTLED,Ledger amount,MD1,,PROROGPCE___AMTLED___Ledger amount
PROROGPCE,PRP,Due date extension,AUUID,Single identifier,AUUID,,PROROGPCE___AUUID___Single identifier
PROROGPCE,PRP,Due date extension,BPRC,BP,BPR,[BPR]BPR0=[PRP]BPRC,PROROGPCE___BPRC___BP
PROROGPCE,PRP,Due date extension,BPRD,BP,BPR,[BPR]BPR0=[PRP]BPRD,PROROGPCE___BPRD___BP
PROROGPCE,PRP,Due date extension,CLIFOU,BP type,M,,PROROGPCE___CLIFOU___BP type
PROROGPCE,PRP,Due date extension,COA,Chart of accounts,COA,[COA]COA0=[PRP]COA,PROROGPCE___COA___Chart of accounts
PROROGPCE,PRP,Due date extension,CREDATTIM,Date time,ADATIM,,PROROGPCE___CREDATTIM___Date time
PROROGPCE,PRP,Due date extension,CREUSR,User,AUS,[AUS]CODUSR=[PRP]CREUSR,PROROGPCE___CREUSR___User
PROROGPCE,PRP,Due date extension,CUR,Currency,CUR,[TCU]TCU0=[PRP]CUR,PROROGPCE___CUR___Currency
PROROGPCE,PRP,Due date extension,DES,Description,DES,,PROROGPCE___DES___Description
PROROGPCE,PRP,Due date extension,DUDDAT,Due date,D,,PROROGPCE___DUDDAT___Due date
PROROGPCE,PRP,Due date extension,FCY,Site,FCY,[FCY]FCY0=[PRP]FCY,PROROGPCE___FCY___Site
PROROGPCE,PRP,Due date extension,FCYLIN,Site,FCY,[FCY]FCY0=[PRP]FCYLIN,PROROGPCE___FCYLIN___Site
PROROGPCE,PRP,Due date extension,JOU,Journal,JOU,[JOU]JOU0=JOU;[V]GSUPCLE,PROROGPCE___JOU___Journal
PROROGPCE,PRP,Due date extension,NUM,Number,VCR,,PROROGPCE___NUM___Number
PROROGPCE,PRP,Due date extension,NUM2,Number,VCR,,PROROGPCE___NUM2___Number
PROROGPCE,PRP,Due date extension,TACCNUM,Internal number,MD1,,PROROGPCE___TACCNUM___Internal number
PROROGPCE,PRP,Due date extension,UPDDATTIM,Date time,ADATIM,,PROROGPCE___UPDDATTIM___Date time
PROROGPCE,PRP,Due date extension,UPDUSR,User,AUS,[AUS]CODUSR=[PRP]UPDUSR,PROROGPCE___UPDUSR___User
RBKBELDET,RBD,Belgian bank statement detail,ACCBAN,Bank account,GAC,[GAC]GAC0=COA;ACCBAN,RBKBELDET___ACCBAN___Bank account
RBKBELDET,RBD,Belgian bank statement detail,ACCDAT,Accounting date,D,,RBKBELDET___ACCDAT___Accounting date
RBKBELDET,RBD,Belgian bank statement detail,ACCTMP,Temporary account,GAC,[GAC]GAC0=COA;ACCTMP,RBKBELDET___ACCTMP___Temporary account
RBKBELDET,RBD,Belgian bank statement detail,AMTCUR,Amount in currency,MD1,,RBKBELDET___AMTCUR___Amount in currency
RBKBELDET,RBD,Belgian bank statement detail,AUUID,Single identifier,AUUID,,RBKBELDET___AUUID___Single identifier
RBKBELDET,RBD,Belgian bank statement detail,BPRNAM,Company name,NAM,,RBKBELDET___BPRNAM___Company name
RBKBELDET,RBD,Belgian bank statement detail,BPRNUM,BP code,BPR,[BPR]BPR0=[RBD]BPRNUM,RBKBELDET___BPRNUM___BP code
RBKBELDET,RBD,Belgian bank statement detail,COA,Chart code,COA,[COA]COA0=[RBD]COA,RBKBELDET___COA___Chart code
RBKBELDET,RBD,Belgian bank statement detail,CREDATTIM,Date time,ADATIM,,RBKBELDET___CREDATTIM___Date time
RBKBELDET,RBD,Belgian bank statement detail,CREUSR,User,AUS,[AUS]CODUSR=[RBD]CREUSR,RBKBELDET___CREUSR___User
RBKBELDET,RBD,Belgian bank statement detail,FCYLIN,Site,FCY,[FCY]FCY0=[RBD]FCYLIN,RBKBELDET___FCYLIN___Site
RBKBELDET,RBD,Belgian bank statement detail,FRMNUM,Slip no.,VCR,,RBKBELDET___FRMNUM___Slip no.
RBKBELDET,RBD,Belgian bank statement detail,PAYTYP,Payment transaction,TPY,[TPY]TPY0=PAYTYP;[V]GSUPCLE,RBKBELDET___PAYTYP___Payment transaction
RBKBELDET,RBD,Belgian bank statement detail,PYHNUM,Payment number,VCR,,RBKBELDET___PYHNUM___Payment number
RBKBELDET,RBD,Belgian bank statement detail,RBKLIN,Statement line number,L,,RBKBELDET___RBKLIN___Statement line number
RBKBELDET,RBD,Belgian bank statement detail,RBKNUM,Statement number,VCR,,RBKBELDET___RBKNUM___Statement number
RBKBELDET,RBD,Belgian bank statement detail,SNS,Sign,M,,RBKBELDET___SNS___Sign
RBKBELDET,RBD,Belgian bank statement detail,STATUT,Status,M,,RBKBELDET___STATUT___Status
RBKBELDET,RBD,Belgian bank statement detail,UPDDATTIM,Date time,ADATIM,,RBKBELDET___UPDDATTIM___Date time
RBKBELDET,RBD,Belgian bank statement detail,UPDUSR,User,AUS,[AUS]CODUSR=[RBD]UPDUSR,RBKBELDET___UPDUSR___User
